,timestamp,device_id,name,latitude,longitude,temp_value,rain_value
312,2022-03-10T00:00:00,S100,Woodlands Road,1.4172,103.74855,28.08,0
313,2022-03-10T01:00:00,S100,Woodlands Road,1.4172,103.74855,27.835,0
314,2022-03-10T02:00:00,S100,Woodlands Road,1.4172,103.74855,28.91333333,0
315,2022-03-10T03:00:00,S100,Woodlands Road,1.4172,103.74855,27.78833333,0
316,2022-03-10T04:00:00,S100,Woodlands Road,1.4172,103.74855,26.44333333,0
317,2022-03-10T05:00:00,S100,Woodlands Road,1.4172,103.74855,27.265,0
318,2022-03-10T06:00:00,S100,Woodlands Road,1.4172,103.74855,27.40833333,0
319,2022-03-10T07:00:00,S100,Woodlands Road,1.4172,103.74855,28.67666667,0
320,2022-03-10T08:00:00,S100,Woodlands Road,1.4172,103.74855,29.42666667,0
321,2022-03-10T09:00:00,S100,Woodlands Road,1.4172,103.74855,29.53833333,0
322,2022-03-10T10:00:00,S100,Woodlands Road,1.4172,103.74855,29.48833333,0
323,2022-03-10T11:00:00,S100,Woodlands Road,1.4172,103.74855,28.55333333,0
324,2022-03-10T12:00:00,S100,Woodlands Road,1.4172,103.74855,29.15,0
325,2022-03-10T13:00:00,S100,Woodlands Road,1.4172,103.74855,29.25,0
326,2022-03-10T14:00:00,S100,Woodlands Road,1.4172,103.74855,28.21666667,0
327,2022-03-10T15:00:00,S100,Woodlands Road,1.4172,103.74855,26.79333333,0
328,2022-03-10T16:00:00,S100,Woodlands Road,1.4172,103.74855,26.89833333,0.033333333
329,2022-03-10T17:00:00,S100,Woodlands Road,1.4172,103.74855,26.92166667,0
330,2022-03-10T18:00:00,S100,Woodlands Road,1.4172,103.74855,26.52,0
331,2022-03-10T19:00:00,S100,Woodlands Road,1.4172,103.74855,26.59,0
332,2022-03-10T20:00:00,S100,Woodlands Road,1.4172,103.74855,26.61666667,0
333,2022-03-10T21:00:00,S100,Woodlands Road,1.4172,103.74855,27.09166667,0
334,2022-03-10T22:00:00,S100,Woodlands Road,1.4172,103.74855,27.19333333,0
335,2022-03-10T23:00:00,S100,Woodlands Road,1.4172,103.74855,27.24642857,0.018181818
