	device_id	name	latitude	longitude	temp_value	rain_value
216	S115	Tuas South Avenue 3	1.29377	103.61843	27.871666666666663	0.0
217	S115	Tuas South Avenue 3	1.29377	103.61843	27.825	0.0
218	S115	Tuas South Avenue 3	1.29377	103.61843	27.898333333333333	0.0
219	S115	Tuas South Avenue 3	1.29377	103.61843	27.74333333333333	0.0
220	S115	Tuas South Avenue 3	1.29377	103.61843	27.85666666666667	0.0
221	S115	Tuas South Avenue 3	1.29377	103.61843	27.90833333333333	0.0
222	S115	Tuas South Avenue 3	1.29377	103.61843	27.885	0.0
223	S115	Tuas South Avenue 3	1.29377	103.61843	27.75166666666667	0.0
224	S115	Tuas South Avenue 3	1.29377	103.61843	27.82333333333333	0.0
225	S115	Tuas South Avenue 3	1.29377	103.61843	27.85666666666667	0.0
226	S115	Tuas South Avenue 3	1.29377	103.61843	27.816666666666663	0.0
227	S115	Tuas South Avenue 3	1.29377	103.61843	27.795	0.0
228	S115	Tuas South Avenue 3	1.29377	103.61843	27.886666666666667	0.0
229	S115	Tuas South Avenue 3	1.29377	103.61843	28.15833333333333	0.0
230	S115	Tuas South Avenue 3	1.29377	103.61843	28.14	0.0
231	S115	Tuas South Avenue 3	1.29377	103.61843	28.34333333333333	0.0
232	S115	Tuas South Avenue 3	1.29377	103.61843	27.776666666666664	0.0
233	S115	Tuas South Avenue 3	1.29377	103.61843	28.115	0.0
234	S115	Tuas South Avenue 3	1.29377	103.61843	28.17	0.0
235	S115	Tuas South Avenue 3	1.29377	103.61843	27.916666666666668	0.0
236	S115	Tuas South Avenue 3	1.29377	103.61843	28.15666666666667	0.0166666666666666
237	S115	Tuas South Avenue 3	1.29377	103.61843	28.016666666666666	0.0
238	S115	Tuas South Avenue 3	1.29377	103.61843	28.271666666666665	0.0
239	S115	Tuas South Avenue 3	1.29377	103.61843	27.97068965517241	0.0
