	device_id	name	latitude	longitude	value
0	S109	Ang Mo Kio Avenue 5	1.3764	103.8492	26.75
1	S109	Ang Mo Kio Avenue 5	1.3764	103.8492	26.368333333333332
2	S109	Ang Mo Kio Avenue 5	1.3764	103.8492	26.373333333333335
3	S109	Ang Mo Kio Avenue 5	1.3764	103.8492	26.248333333333335
4	S109	Ang Mo Kio Avenue 5	1.3764	103.8492	26.488333333333333
5	S109	Ang Mo Kio Avenue 5	1.3764	103.8492	27.175
6	S109	Ang Mo Kio Avenue 5	1.3764	103.8492	27.416666666666668
7	S109	Ang Mo Kio Avenue 5	1.3764	103.8492	27.8
8	S109	Ang Mo Kio Avenue 5	1.3764	103.8492	27.563333333333333
9	S109	Ang Mo Kio Avenue 5	1.3764	103.8492	27.168333333333333
10	S109	Ang Mo Kio Avenue 5	1.3764	103.8492	27.236666666666668
11	S109	Ang Mo Kio Avenue 5	1.3764	103.8492	27.253333333333334
12	S109	Ang Mo Kio Avenue 5	1.3764	103.8492	29.373333333333335
13	S109	Ang Mo Kio Avenue 5	1.3764	103.8492	29.638333333333332
14	S109	Ang Mo Kio Avenue 5	1.3764	103.8492	29.27
15	S109	Ang Mo Kio Avenue 5	1.3764	103.8492	29.333333333333332
16	S109	Ang Mo Kio Avenue 5	1.3764	103.8492	28.35666666666667
17	S109	Ang Mo Kio Avenue 5	1.3764	103.8492	28.84
18	S109	Ang Mo Kio Avenue 5	1.3764	103.8492	29.14333333333333
19	S109	Ang Mo Kio Avenue 5	1.3764	103.8492	26.546666666666667
20	S109	Ang Mo Kio Avenue 5	1.3764	103.8492	26.381666666666668
21	S109	Ang Mo Kio Avenue 5	1.3764	103.8492	26.276666666666664
22	S109	Ang Mo Kio Avenue 5	1.3764	103.8492	26.35
23	S109	Ang Mo Kio Avenue 5	1.3764	103.8492	26.38448275862069
24	S50	Clementi Road	1.3337	103.7768	27.83833333333333
25	S50	Clementi Road	1.3337	103.7768	27.44
26	S50	Clementi Road	1.3337	103.7768	27.578333333333333
27	S50	Clementi Road	1.3337	103.7768	27.401666666666664
28	S50	Clementi Road	1.3337	103.7768	27.746666666666666
29	S50	Clementi Road	1.3337	103.7768	27.755
30	S50	Clementi Road	1.3337	103.7768	27.441666666666666
31	S50	Clementi Road	1.3337	103.7768	27.976666666666667
32	S50	Clementi Road	1.3337	103.7768	27.195
33	S50	Clementi Road	1.3337	103.7768	26.07
34	S50	Clementi Road	1.3337	103.7768	26.051666666666666
35	S50	Clementi Road	1.3337	103.7768	26.111666666666668
36	S50	Clementi Road	1.3337	103.7768	26.051666666666666
37	S50	Clementi Road	1.3337	103.7768	26.101666666666667
38	S50	Clementi Road	1.3337	103.7768	26.001666666666665
39	S50	Clementi Road	1.3337	103.7768	26.058333333333334
40	S50	Clementi Road	1.3337	103.7768	26.261666666666667
41	S50	Clementi Road	1.3337	103.7768	26.185
42	S50	Clementi Road	1.3337	103.7768	26.59
43	S50	Clementi Road	1.3337	103.7768	26.654999999999998
44	S50	Clementi Road	1.3337	103.7768	25.815
45	S50	Clementi Road	1.3337	103.7768	25.858333333333334
46	S50	Clementi Road	1.3337	103.7768	26.11
47	S50	Clementi Road	1.3337	103.7768	25.87719298245614
48	S107	East Coast Parkway	1.3135	103.9625	28.166666666666668
49	S107	East Coast Parkway	1.3135	103.9625	28.40666666666667
50	S107	East Coast Parkway	1.3135	103.9625	28.296666666666667
51	S107	East Coast Parkway	1.3135	103.9625	28.288333333333334
52	S107	East Coast Parkway	1.3135	103.9625	28.216666666666665
53	S107	East Coast Parkway	1.3135	103.9625	28.223333333333336
54	S107	East Coast Parkway	1.3135	103.9625	28.26833333333333
55	S107	East Coast Parkway	1.3135	103.9625	28.251666666666665
56	S107	East Coast Parkway	1.3135	103.9625	27.516666666666666
57	S107	East Coast Parkway	1.3135	103.9625	27.591666666666665
58	S107	East Coast Parkway	1.3135	103.9625	27.716666666666665
59	S107	East Coast Parkway	1.3135	103.9625	27.883333333333333
60	S107	East Coast Parkway	1.3135	103.9625	27.790000000000003
61	S107	East Coast Parkway	1.3135	103.9625	28.356666666666666
62	S107	East Coast Parkway	1.3135	103.9625	28.248333333333335
63	S107	East Coast Parkway	1.3135	103.9625	27.720000000000002
64	S107	East Coast Parkway	1.3135	103.9625	28.071666666666665
65	S107	East Coast Parkway	1.3135	103.9625	27.98166666666667
66	S107	East Coast Parkway	1.3135	103.9625	27.625
67	S107	East Coast Parkway	1.3135	103.9625	27.714999999999996
68	S107	East Coast Parkway	1.3135	103.9625	27.541666666666668
69	S107	East Coast Parkway	1.3135	103.9625	27.475
70	S107	East Coast Parkway	1.3135	103.9625	27.555
71	S107	East Coast Parkway	1.3135	103.9625	27.687037037037037
72	S43	Kim Chuan Road	1.3399	103.8878	27.598333333333336
73	S43	Kim Chuan Road	1.3399	103.8878	27.178333333333335
74	S43	Kim Chuan Road	1.3399	103.8878	27.509999999999998
75	S43	Kim Chuan Road	1.3399	103.8878	27.355
76	S43	Kim Chuan Road	1.3399	103.8878	27.418333333333333
77	S43	Kim Chuan Road	1.3399	103.8878	27.526666666666664
78	S43	Kim Chuan Road	1.3399	103.8878	27.185
79	S43	Kim Chuan Road	1.3399	103.8878	27.258333333333333
80	S43	Kim Chuan Road	1.3399	103.8878	27.648333333333333
81	S43	Kim Chuan Road	1.3399	103.8878	27.970000000000002
82	S43	Kim Chuan Road	1.3399	103.8878	27.81
83	S43	Kim Chuan Road	1.3399	103.8878	27.753333333333334
84	S43	Kim Chuan Road	1.3399	103.8878	27.821666666666665
85	S43	Kim Chuan Road	1.3399	103.8878	27.978333333333335
86	S43	Kim Chuan Road	1.3399	103.8878	27.86
87	S43	Kim Chuan Road	1.3399	103.8878	27.841666666666665
88	S43	Kim Chuan Road	1.3399	103.8878	28.038333333333334
89	S43	Kim Chuan Road	1.3399	103.8878	27.64
90	S43	Kim Chuan Road	1.3399	103.8878	27.625
91	S43	Kim Chuan Road	1.3399	103.8878	27.726666666666667
92	S43	Kim Chuan Road	1.3399	103.8878	27.358333333333334
93	S43	Kim Chuan Road	1.3399	103.8878	27.586666666666666
94	S43	Kim Chuan Road	1.3399	103.8878	27.80666666666667
95	S43	Kim Chuan Road	1.3399	103.8878	27.775438596491227
96	S108	Marina Gardens Drive	1.2799	103.8703	28.071666666666665
97	S108	Marina Gardens Drive	1.2799	103.8703	28.206666666666667
98	S108	Marina Gardens Drive	1.2799	103.8703	28.154999999999998
99	S108	Marina Gardens Drive	1.2799	103.8703	27.395
100	S108	Marina Gardens Drive	1.2799	103.8703	27.636666666666667
101	S108	Marina Gardens Drive	1.2799	103.8703	27.866666666666667
102	S108	Marina Gardens Drive	1.2799	103.8703	28.255
103	S108	Marina Gardens Drive	1.2799	103.8703	28.466666666666665
104	S108	Marina Gardens Drive	1.2799	103.8703	28.255
105	S108	Marina Gardens Drive	1.2799	103.8703	28.32
106	S108	Marina Gardens Drive	1.2799	103.8703	28.426666666666666
107	S108	Marina Gardens Drive	1.2799	103.8703	28.676666666666666
108	S108	Marina Gardens Drive	1.2799	103.8703	28.516666666666666
109	S108	Marina Gardens Drive	1.2799	103.8703	26.68
110	S108	Marina Gardens Drive	1.2799	103.8703	26.506666666666668
111	S108	Marina Gardens Drive	1.2799	103.8703	26.918333333333333
112	S108	Marina Gardens Drive	1.2799	103.8703	26.586666666666666
113	S108	Marina Gardens Drive	1.2799	103.8703	26.301666666666666
114	S108	Marina Gardens Drive	1.2799	103.8703	26.601666666666667
115	S108	Marina Gardens Drive	1.2799	103.8703	26.753333333333334
116	S108	Marina Gardens Drive	1.2799	103.8703	26.841666666666665
117	S108	Marina Gardens Drive	1.2799	103.8703	27.16166666666667
118	S108	Marina Gardens Drive	1.2799	103.8703	27.01833333333333
119	S108	Marina Gardens Drive	1.2799	103.8703	27.098275862068967
120	S44	Nanyang Avenue	1.34583	103.68166	25.821666666666665
121	S44	Nanyang Avenue	1.34583	103.68166	25.88
122	S44	Nanyang Avenue	1.34583	103.68166	25.771666666666665
123	S44	Nanyang Avenue	1.34583	103.68166	25.921666666666667
124	S44	Nanyang Avenue	1.34583	103.68166	25.65
125	S44	Nanyang Avenue	1.34583	103.68166	25.970000000000002
