	datetime	count
0	2022-03-10 00:00:00	1345.0
1	2022-03-10 01:00:00	962.0
2	2022-03-10 02:00:00	679.0
3	2022-03-10 03:00:00	634.0
4	2022-03-10 04:00:00	728.0
5	2022-03-10 05:00:00	224.0
