timestamp	count
2022-03-10 00:05:52	93.0
2022-03-10 00:08:52	132.0
2022-03-10 00:14:12	186.0
2022-03-10 00:20:13	110.0
2022-03-10 00:25:33	93.0
2022-03-10 00:28:53	110.0
2022-03-10 00:33:13	80.0
2022-03-10 00:38:13	90.0
2022-03-10 00:43:14	90.0
2022-03-10 00:49:14	168.0
2022-03-10 00:55:34	68.0
2022-03-10 00:59:34	125.0
2022-03-10 01:04:54	90.0
2022-03-10 01:09:35	100.0
2022-03-10 01:14:15	156.0
2022-03-10 01:20:15	112.0
2022-03-10 01:24:55	24.0
2022-03-10 01:28:55	78.0
2022-03-10 01:34:36	75.0
2022-03-10 01:39:56	68.0
2022-03-10 01:43:56	78.0
2022-03-10 01:49:36	51.0
2022-03-10 01:52:56	40.0
2022-03-10 01:57:36	90.0
2022-03-10 02:02:37	60.0
2022-03-10 02:07:57	102.0
2022-03-10 02:13:57	48.0
2022-03-10 02:19:57	60.0
2022-03-10 02:25:17	76.0
2022-03-10 02:29:18	42.0
2022-03-10 02:35:18	40.0
2022-03-10 02:39:18	60.0
2022-03-10 02:44:58	66.0
2022-03-10 02:50:58	12.0
2022-03-10 02:53:59	48.0
2022-03-10 02:59:19	65.0
2022-03-10 03:04:59	36.0
2022-03-10 03:08:59	108.0
2022-03-10 03:14:19	32.0
2022-03-10 03:18:39	50.0
2022-03-10 03:23:40	36.0
2022-03-10 03:29:20	48.0
2022-03-10 03:35:20	75.0
2022-03-10 03:41:00	56.0
2022-03-10 03:44:40	72.0
2022-03-10 03:50:21	40.0
2022-03-10 03:54:01	45.0
2022-03-10 03:59:21	36.0
2022-03-10 04:03:21	49.0
2022-03-10 04:10:21	36.0
2022-03-10 04:13:42	40.0
2022-03-10 04:18:22	48.0
2022-03-10 04:24:02	32.0
2022-03-10 04:28:02	72.0
2022-03-10 04:34:22	72.0
2022-03-10 04:40:43	45.0
2022-03-10 04:43:23	114.0
2022-03-10 04:49:23	36.0
2022-03-10 04:53:43	114.0
2022-03-10 04:59:23	70.0
2022-03-10 05:04:24	70.0
2022-03-10 05:09:24	70.0
2022-03-10 05:14:24	84.0
